identifier,name,size,url,collection,mediatype,title,description,subject
tobacco_fsx27a00,fsx27a00.mp4,715453080,https://archive.org/download/tobacco_fsx27a00/fsx27a00.mp4,newsandpublicaffairs,movies,"Fleischman-Hillard, Inc. Anti-Smoking Media Campaign Media Coverage TI Minnesota Litigation Tape(s) #81","Various news coverage of the new California anti-smoking ads being funded by a cigarette tax increase (Proposition 99). Named Persons: Takayasu, Mariko; Rivera, Anthony; Dawson, Brennan; Hackett, Shirley; Lapachet, Jon; Waxman, Henry, Rep.","tobacco, cigarette, anti-smoking advocacy, public service announcement, cigarette tax, target marketing, advertising"
tobacco_ivp91f00,VTS_01_1_512kb.mp4,9454118,https://archive.org/download/tobacco_ivp91f00/VTS_01_1_512kb.mp4,newsandpublicaffairs,movies,Segment 1: Boddewyn on Ad Bans ; Segment 2: ACLU Lawyer on Ad Bans,Compilation of two clips opposing restriction of advertising to curb youth smoking. Opponents claim that advertising does not influence youth to start smoking and that an advertising restriction would violate the First Amendment of the Constitution.,"tobacco , cigarette , youth , international trade , public health research , advertising , peer influence , familial relation , advertising restriction , legal right"
tobacco_nsgl0223,tobacco_nsgl0223.mp4,254061088,https://archive.org/download/tobacco_nsgl0223/tobacco_nsgl0223.mp4,newsandpublicaffairs,movies,FAYE WARNER MON,"HAND, HANDWRITTEN;NSM","tobacco, cigarette,<a href='https://www.archive.org/browse.php?field=subject&mediatype=movies&collection=tobaccoarchives'>Browse by keywords in UCSF tobacco industry videos</a>"
tobacco_xrx27a00,xrx27a00.mp4,69367822,https://archive.org/download/tobacco_xrx27a00/xrx27a00.mp4,newsandpublicaffairs,movies,"Ten O'Clock News, WTTG TV Washington Dc, 10:00 PM: Dr. Sullivan/Tobacco",News segment about Dr. Sullivan's push to ban cigarette vending machines due to their accessibility to minors.,"tobacco, cigarette, cigarette vending machine, youth access, advertising"
tobacco_wym14d00,507826469_512kb.mp4,123251385,https://archive.org/download/tobacco_wym14d00/507826469_512kb.mp4,newsandpublicaffairs,movies,Winston Television Commercials,Compilation of Winston cigarette commercials.,"tobacco , cigarette , advertising, television, filter"
tobacco_pzq62a00,tobacco_pzq62a00.mp4,15624118,https://archive.org/download/tobacco_pzq62a00/tobacco_pzq62a00.mp4,newsandpublicaffairs,movies,"ADS REEL ""DATE"", ""FOLLOW THE LEADER"" ( SPANISH) ""10 O'CLOCK""","Tobacco Settlement Agreement infomercial, tape also includes youth smoking prevention program videos in English and Spanish produced by Philip Morris.","tobacco, cigarette,political activity, master settlement agreement, public service announcement, youth, children, youth access, anti-smoking advocacy, television, industry sponsored prevention program,"
tobacco_akn02b00,VTS_01_1_512kb.mp4,114444530,https://archive.org/download/tobacco_akn02b00/VTS_01_1_512kb.mp4,medicalheritagelibrary,movies,Interview: female smoker (Maidstone) I,Female smoker is interviewed while smoking a cigarette (her young daughter is present in the room during the interview).,"tobacco, cigarette, female, smoker, laboratory research, smoker behavior, marketing research"
tobacco_akn02b00,VTS_01_2_512kb.mp4,114388576,https://archive.org/download/tobacco_akn02b00/VTS_01_2_512kb.mp4,medicalheritagelibrary,movies,Interview: female smoker (Maidstone) I,Female smoker is interviewed while smoking a cigarette (her young daughter is present in the room during the interview).,"tobacco, cigarette, female, smoker, laboratory research, smoker behavior, marketing research"
tobacco_akn02b00,VTS_01_3_512kb.mp4,114431134,https://archive.org/download/tobacco_akn02b00/VTS_01_3_512kb.mp4,medicalheritagelibrary,movies,Interview: female smoker (Maidstone) I,Female smoker is interviewed while smoking a cigarette (her young daughter is present in the room during the interview).,"tobacco, cigarette, female, smoker, laboratory research, smoker behavior, marketing research"
tobacco_akn02b00,VTS_01_4_512kb.mp4,94971415,https://archive.org/download/tobacco_akn02b00/VTS_01_4_512kb.mp4,medicalheritagelibrary,movies,Interview: female smoker (Maidstone) I,Female smoker is interviewed while smoking a cigarette (her young daughter is present in the room during the interview).,"tobacco, cigarette, female, smoker, laboratory research, smoker behavior, marketing research"
tobacco_bvx27a00,tobacco_bvx27a00.mp4,94693144,https://archive.org/download/tobacco_bvx27a00/tobacco_bvx27a00.mp4,newsandpublicaffairs,movies,"Good Morning America, WJLA TV (7), ABC Network, Washington, DC, 7:00 AM: James Repace/Indoor Air Pollution",Report on indoor air qualilty.,"tobacco, cigarette,secondhand smoke, adverse effects, policy, public place"
cxb45d00,VTS_01_1_512kb.mp4,125913023,https://archive.org/download/cxb45d00/VTS_01_1_512kb.mp4,newsandpublicaffairs,movies,"Focus Group - Newport Cigarettes, Group 1, Black, Tape 1 [Parts 1- 3]","Focus group of African American Newport smokers held in New Jersey discussing issues such as menthol cigarettes, their decision to smoke Newports, and perceptions of smokers of various brands of cigarettes. Also mentioned was Newport's availability for purchase as a single or loosy cigarette.

<a href=""http://www.archive.org/details/cxb45d00a"" rel=""nofollow"">Click Here to View Part 1</a>

<a href=""http://www.archive.org/details/cxb45d00b"" rel=""nofollow"">Click Here to View Part 2</a>

<a href=""http://www.archive.org/details/cxb45d00c"" rel=""nofollow"">Click Here to View Part 3</a>","tobacco , cigarette , marketing research , cigarette brands , menthol cigarette , alcoholic beverage , smoker behavior , peer influence , filter , sales , bar , retail outlet , African American , Caucasian , advertising , young adult smoker , youth , adult , demographics"
tobacco_gar91f00,tobacco_gar91f00.mp4,65163346,https://archive.org/download/tobacco_gar91f00/tobacco_gar91f00.mp4,newsandpublicaffairs,movies,"Social Cost Media Tours, 19 On Air, WLTX-TV, Columbia, SC","Robert D. Tollison discusses his book ""Smoking and the State"" and debates ""social costs"" imposed on the society by smokers, including high health care costs and lost productivity.","tobacco, cigarette, social cost, social research, societal attitude, industry response, secondhand smoke, regulation, public policy, workplace, economic cost, government, tobacco industry, industry sponsored research, health care activity, smoker, non-smoker, excise tax, mass media"
tobacco_jdq91f00,tobacco_jdq91f00.mp4,66135502,https://archive.org/download/tobacco_jdq91f00/tobacco_jdq91f00.mp4,newsandpublicaffairs,movies,DR. JACK PETERSON/INDOOR AIR QUALITY/URBAN INSIGHTS WAVE-TV/LOUISVILLE  9:30 AM.,,"tobacco, cigarette"
tobacco_ady27a00,tobacco_ady27a00.mp4,228295802,https://archive.org/download/tobacco_ady27a00/tobacco_ady27a00.mp4,medicalheritagelibrary,movies,Tobacco Institute Rose Hearings Tape 5 Burn-in,Tape five of the Rose hearings on environmental tobacco smoke.,"tobacco, cigarette, hearing, secondhand smoke"
tobacco_bxw27a00,tobacco_bxw27a00.mp4,142483832,https://archive.org/download/tobacco_bxw27a00/tobacco_bxw27a00.mp4,medicalheritagelibrary,movies,"""The Tobacco Institute Face The Nation, WJLA TV(7) ABC, Washington DC,  11:30 AM: Health/ Sargeant Gen. Koop""",Face The Nation interviews with Dr. Smith on cocaine use and cardiovascular risks and Dr. Koop on the apparent decrease in coronary disease in those who change their life styles.,"tobacco, cigarette, cardiovascular disease, biologically active substance, adverse effects, public health statistics"
tobacco_ixj52b00,tobacco_ixj52b00-1.mp4,193501096,https://archive.org/download/tobacco_ixj52b00/tobacco_ixj52b00-1.mp4,newsandpublicaffairs,movies,TAPE 1. ORDINANCES 2680. VICTORY - 4/3. RUNNING TIME 1:52:00.,,"tobacco, cigarette"
tobacco_ixj52b00,tobacco_ixj52b00-2.mp4,191619000,https://archive.org/download/tobacco_ixj52b00/tobacco_ixj52b00-2.mp4,newsandpublicaffairs,movies,TAPE 1. ORDINANCES 2680. VICTORY - 4/3. RUNNING TIME 1:52:00.,,"tobacco, cigarette"
tobacco_ixj52b00,tobacco_ixj52b00-3.mp4,178507670,https://archive.org/download/tobacco_ixj52b00/tobacco_ixj52b00-3.mp4,newsandpublicaffairs,movies,TAPE 1. ORDINANCES 2680. VICTORY - 4/3. RUNNING TIME 1:52:00.,,"tobacco, cigarette"
tobacco_ixj52b00,tobacco_ixj52b00-4.mp4,141175998,https://archive.org/download/tobacco_ixj52b00/tobacco_ixj52b00-4.mp4,newsandpublicaffairs,movies,TAPE 1. ORDINANCES 2680. VICTORY - 4/3. RUNNING TIME 1:52:00.,,"tobacco, cigarette"
tobacco_ejw99d00,VTS_01_1_512kb.mp4,132772962,https://archive.org/download/tobacco_ejw99d00/VTS_01_1_512kb.mp4,newsandpublicaffairs,movies,"House Committee on Health and the Environment, Waxman - Kessler Hearing, Tape Number 6",Hearing conducted by the House Committee on Health and the Environment on the Food and Drug Administration's proposal to classify nicotine as a drug and regulate its use in cigarettes.,"tobacco , cigarette , Congress , hearing , addiction , nicotine , cigarette ingredient , biologically active substance , youth , smoking cessation , tobacco industry"
tobacco_wyj52b00,tobacco_wyj52b00.mp4,27825742,https://archive.org/download/tobacco_wyj52b00/tobacco_wyj52b00.mp4,newsandpublicaffairs,movies,PR 255 WINSTON NEWS STORY 2 TRT: 2:26 PRODUCED 10-19-95 (951019); DUB 10-29-96 (961029) NOT FOR BROADCAST DO NOT USE WITHOUT PERMISSION. RUNNING TIME 4:20.,,"tobacco, cigarette"
tobacco_eay27a00,tobacco_eay27a00.mp4,32544835,https://archive.org/download/tobacco_eay27a00/tobacco_eay27a00.mp4,newsandpublicaffairs,movies,"""Tobacco Institute"" KOMO News Four KOMO-TV (ABC) Seattle 11:00-11:30pm",News segment on proposed legislation to increase cigarette taxes to pay for health care reform.,"tobacco, cigarette,taxation, tobacco industry, cigarette tax"
tobacco_rqi31b00,tobacco_rqi31b00.mp4,30275217,https://archive.org/download/tobacco_rqi31b00/tobacco_rqi31b00.mp4,newsandpublicaffairs,movies,BROWARD FAIR 920000 COVERAGE,Report about the Marlboro Adventure Team interactive exhibit at the Broward County fair.,"tobacco, cigarette, advertising, marketing, industry sponsorship, television"
tobacco_fmy99d00,87292666_512kb.mp4,238827709,https://archive.org/download/tobacco_fmy99d00/87292666_512kb.mp4,medicalheritagelibrary,movies,C. Everett Koop: Q&A about smoking,Surgeon General C. Everett Koop answers questions about the hazards of smoking and tobacco related health concerns. Also includes a training video for Lorillard Research Center employees about safety program. Last part contains a presentation by a candidate for Greensboro city council answering questions from Lorillard employees.,"tobacco, cigarette, smoking restriction, tobacco industry employee, public smoking law, public place, voting, restaurant, local ordinance, local government, Surgeon General, tobacco related health concerns, female, children, youth, youth access, cancer, smokeless tobacco, political activity, nicotine"
tobacco_bcw27a00,VTS_01_1_512kb.mp4,10760448,https://archive.org/download/tobacco_bcw27a00/VTS_01_1_512kb.mp4,newsandpublicaffairs,movies,"""Helping Youth Say No"" program","Two PSA's from the Family C.O.U.R.S.E. Consortium on the ""Helping Youth Say No"" program.","tobacco, cigarette, youth, family based program, public service announcement, industry strategy"
tobacco_pjp47c00,tobacco_pjp47c00.mp4,66889283,https://archive.org/download/tobacco_pjp47c00/tobacco_pjp47c00.mp4,newsandpublicaffairs,movies,PHILIP MORRIS USA CIGARETTE CATEGORY MANAGEMENT SEMINAR FMI CONVENTION,Possible duplicate of 2070151388.,"tobacco, cigarette,sales, consumables, marketing, marketing research, product placement, retail outlet, industry sponsored conference"
tobacco_zfp23e00,tobacco_zfp23e00.mp4,768936529,https://archive.org/download/tobacco_zfp23e00/tobacco_zfp23e00.mp4,newsandpublicaffairs,movies,"TITUS - DALLAS, TEXAS [""Up in Smoke]",Talk show participants discuss issues related to smoking in the workplace and proposed regulation of tobacco by the FDA. Also includes an investigative report about fire safe cigarettes.,"tobacco, cigarette,fire safe cigarette, workplace, Food and Drug Administration, nicotine, addiction, cigarette additive, cigarette ingredient, Surgeon General, public place, fire, tobacco related health concerns, regulation, secondhand smoke"
tobacco_xgw27a00,xgw27a00.mp4,115041574,https://archive.org/download/tobacco_xgw27a00/xgw27a00.mp4,newsandpublicaffairs,movies,Scott Stapf/Tobacco Institute Spectrum KRBM-TV/Sacramento,Discussion on the economic impact of tobacco in California which shifts to advertising and debates over smoker's/non-smokers' rights.<br />,"tobacco, cigarette, economic impact, anti-smoking advocacy, tobacco industry, advertising, public health statistics"
tobacco_ezy27a00,tobacco_ezy27a00.mp4,7813421,https://archive.org/download/tobacco_ezy27a00/tobacco_ezy27a00.mp4,medicalheritagelibrary,movies,"We Card Program""  New Haven, Connecticut",Brief news clip about the We Card program in Connecticut,"tobacco, cigarette, youth access, advocacy group"
tobacco_ffw27a00,VTS_01_1_512kb.mp4,15723634,https://archive.org/download/tobacco_ffw27a00/VTS_01_1_512kb.mp4,medicalheritagelibrary,movies,Tobacco: Paying the Price,Report about the impact of anti-smoking movement on tobacco farmers.,"tobacco, cigarette, tobacco industry, tobacco farmer"
tobacco_nzq91f00,VTS_01_1_512kb.mp4,125751490,https://archive.org/download/tobacco_nzq91f00/VTS_01_1_512kb.mp4,newsandpublicaffairs,movies,"House Ways & Means Committee, Rep. Dan Rostenkowski, Chair [Parts 1-5]","Hearing on the financing of health care reform legislation proposed by President Clinton in front of the House Ways and Means Committee, filmed by C-Span. Tobacco control proponents and people supportive of the tobacco industry testify about how an increase in the tobacco excise tax will affect health and federal revenue.

<a href=""http://www.archive.org/details/tobacco_nzq91f00a"" rel=""nofollow"">Click Here to View Part 1</a>

<a href=""http://www.archive.org/details/tobacco_nzq91f00b"" rel=""nofollow"">Click Here to View Part 2</a>

<a href=""http://www.archive.org/details/tobacco_nzq91f00c"" rel=""nofollow"">Click Here to View Part 3</a>

<a href=""http://www.archive.org/details/tobacco_nzq91f00d"" rel=""nofollow"">Click Here to View Part 4</a>

<a href=""http://www.archive.org/details/tobacco_nzq91f00e"" rel=""nofollow"">Click Here to View Part 5</a>","tobacco , cigarette , Congress , hearing , tobacco related health concerns , health care activity , excise tax , youth , smoker behavior , smokeless tobacco , business activity , economic cost , tobacco farming , tobacco industry employee , profit , insurance , public health policy , smoking cessation , taxation , tobacco farmer"
tobacco_xly99d00,tobacco_xly99d00.mp4,23860420,https://archive.org/download/tobacco_xly99d00/tobacco_xly99d00.mp4,newsandpublicaffairs,movies,900215 WFMY; WFMY,"Report about a new smoking ban that went into effect in Greensboro, North Carolina and youth smoking prevention program in city schools.","tobacco, cigarette,referendum , smoking restriction , political activity , tobacco industry employee , public smoking law , youth , youth access, smoking prevention, television"
tobacco_hiq03d00,tobacco_hiq03d00.mp4,37359947,https://archive.org/download/tobacco_hiq03d00/tobacco_hiq03d00.mp4,newsandpublicaffairs,movies,PR 157 YOUTH NONSMOKING CAMPAIGN DANNY GLOVER.,,"tobacco, cigarette"
tobacco_irz20j00,tobacco_irz20j00.mp4,15671524,https://archive.org/download/tobacco_irz20j00/tobacco_irz20j00.mp4,newsandpublicaffairs,movies,DEF-0657.MPG,,"tobacco, cigarette"
